,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,u,v,key
0,158627310,2,Solana Street,unclassified,30,False,43.606,"LINESTRING (120.974169 14.5937001, 120.9744618 14.593429)",,21638762,163734761,0
1,161306392,4,Andres Soriano Avenue,secondary,40,False,65.367,"LINESTRING (120.974169 14.5937001, 120.9741903 14.5942876)",,21638762,703530319,0
2,34363668,4,A. Soriano Avenue,secondary,40,False,161.689,"LINESTRING (120.974169 14.5937001, 120.9740455 14.5935874, 120.9730636 14.5927152)",,21638762,3388766875,0
3,161414175,2,,unclassified,40,False,8.291,"LINESTRING (120.9749577 14.5937083, 120.9749608 14.5937828)",,21638763,1055759279,0
4,331769752,3,Muralla Street,unclassified,40,True,17.676,"LINESTRING (120.9749577 14.5937083, 120.974794 14.5936951)",,21638763,997427805,0
5,161306395,4,Magallanes Drive,tertiary,40,True,82.402,"LINESTRING (120.974956 14.5942974, 120.9741903 14.5942876)",,21638765,703530319,0
6,161414175,2,,unclassified,40,False,57.223,"LINESTRING (120.974956 14.5942974, 120.9749608 14.5937828)",,21638765,1055759279,0
7,708734832,2,Lawton Road,tertiary,40,True,17.42,"LINESTRING (120.9779276 14.5946573, 120.9780879 14.5946792)",,21638771,33444448,0
8,791645316,2,Quintin Paredes Street,secondary,40,True,27.688,"LINESTRING (120.9779276 14.5946573, 120.9780425 14.5944345)",,21638771,5799534236,0
9,791645317,6,Magallanes Drive,tertiary,40,False,39.971,"LINESTRING (120.9779276 14.5946573, 120.9775632 14.5945876)",,21638771,5799534217,0
10,89432768,2,Victoria Street,unclassified,40,False,81.626,"LINESTRING (120.9764785 14.5879107, 120.9758872 14.5874509)",,21638777,4211986439,0
11,89432768,2,Victoria Street,unclassified,40,False,84.511,"LINESTRING (120.9764785 14.5879107, 120.9771028 14.5883718)",,21638777,163715781,0
12,163844203,2,General Luna Street,tertiary,40,False,124.338,"LINESTRING (120.9764785 14.5879107, 120.9757101 14.5887458)",,21638777,163724862,0
13,794302981,2,General Luna Street,tertiary,40,False,136.0,"LINESTRING (120.9764785 14.5879107, 120.9770192 14.587292, 120.9772969 14.5869787)",,21638777,299399375,0
14,4304670,4,Mel Lopez Boulevard,trunk,60,True,106.655,"LINESTRING (120.970856 14.5912119, 120.9707348 14.5912751, 120.9705964 14.5913794, 120.9704932 14.591487, 120.9702012 14.5919108)",120,26030584,6616025154,0
15,643266984,4,Anda Circle,trunk,40,True,60.58200000000001,"LINESTRING (120.970856 14.5912119, 120.9707438 14.5912027, 120.9706392 14.5911623, 120.9705513 14.5910943, 120.9704876 14.5910044, 120.9704537 14.5909005)",120,26030584,26030600,0
16,643266980,4,Anda Circle,trunk,40,True,27.289,"LINESTRING (120.9706342 14.5905245, 120.9707521 14.5904794, 120.9708788 14.590474)",120,26030596,55561657,0
17,607837312,2,"Robert S. Oca, Sr.",tertiary,50,True,61.574,"LINESTRING (120.9704591 14.5907567, 120.9704052 14.5906156, 120.9702885 14.5905022, 120.9701594 14.5904015, 120.9701269 14.5903249)",,26030598,163748845,0
18,643266980,4,Anda Circle,trunk,40,True,32.605999999999995,"LINESTRING (120.9704591 14.5907567, 120.9705225 14.5906235, 120.9706342 14.5905245)",120,26030598,26030596,0
19,643266980,4,Anda Circle,trunk,40,True,16.0,"LINESTRING (120.9704537 14.5909005, 120.9704591 14.5907567)",120,26030600,26030598,0
20,791645318,4,Anda Circle,trunk,40,True,19.687,"LINESTRING (120.9711787 14.5906846, 120.9712074 14.5907687, 120.9712147 14.5908569)",120,26030603,243974755,0
21,16176689,,11th Street,tertiary,35,False,16.391,"LINESTRING (120.9700972 14.5918031, 120.9702012 14.5919108)",,26032680,6616025154,0
22,16176689,,11th Street,tertiary,35,False,84.863,"LINESTRING (120.9700972 14.5918031, 120.9695357 14.5912672)",,26032680,163750296,0
23,4304666,4,Mel Lopez Boulevard,trunk,60,True,109.09700000000001,"LINESTRING (120.9700972 14.5918031, 120.9703431 14.5914037, 120.9703919 14.5912701, 120.9704181 14.5911403, 120.9704537 14.5909005)",120,26032680,26030600,0
24,89527832,2,Quintin Paredes Street,secondary,40,True,8.504,"LINESTRING (120.9780879 14.5946792, 120.9780456 14.5947438)",,33444448,6618406202,0
25,708734832,2,Lawton Road,tertiary,40,True,21.662,"LINESTRING (120.9780879 14.5946792, 120.9782858 14.5947149)",,33444448,1707897341,0
26,784669680,2,Lawton Road,tertiary,40,True,20.983,"LINESTRING (120.9782361 14.5947841, 120.9780456 14.5947438)",,33445248,6618406202,0
27,704755564,2,,secondary_link,40,True,34.144999999999996,"LINESTRING (120.9782361 14.5947841, 120.9781375 14.5948014, 120.9780389 14.5948307, 120.9779314 14.5948673)",,33445248,33445249,0
28,5055507,2,A. Soriano Avenue,secondary,40,True,90.08699999999999,"LINESTRING (120.9716867 14.5915104, 120.9715654 14.5914395, 120.9713265 14.591299, 120.9711853 14.5912332, 120.9709283 14.5912007)",,34013013,2018584651,0
29,34363668,4,A. Soriano Avenue,secondary,40,False,39.197,"LINESTRING (120.9716867 14.5915104, 120.9717226 14.5915453, 120.9717419 14.5915755, 120.9719585 14.5917421)",,34013013,5561065691,0
30,4075790,4,Bonifacio Drive,trunk,60,True,142.097,"LINESTRING (120.9708788 14.590474, 120.9710372 14.5903285, 120.9711502 14.5902117, 120.9712355 14.5900907, 120.9716378 14.5894379)",120,55561657,7555626818,0
31,643266988,4,Anda Circle,trunk,,True,41.42100000000001,"LINESTRING (120.9708788 14.590474, 120.9710017 14.5905097, 120.9711056 14.5905826, 120.9711787 14.5906846)",120,55561657,26030603,0
32,89432768,2,Victoria Street,unclassified,40,False,40.13,"LINESTRING (120.97823 14.5893206, 120.977954 14.5890779)",,163715370,405253179,0
33,572614637,,Solana Street,unclassified,30,False,35.925,"LINESTRING (120.97823 14.5893206, 120.9780065 14.5895606)",,163715370,1038283665,0
34,"[89432768, 333212365]",2,Victoria Street,unclassified,40,False,78.602,"LINESTRING (120.97823 14.5893206, 120.9784929 14.5895078, 120.9786077 14.5895565, 120.9787827 14.5896155, 120.978876 14.5896117)",,163715370,291715455,0
35,16175529,2,Recoletos Street,unclassified,30,False,78.57,"LINESTRING (120.9781893 14.5882374, 120.9776514 14.5877596)",,163715615,163725214,0
36,161414115,2,Magallanes Street,residential,30,False,84.686,"LINESTRING (120.9781893 14.5882374, 120.9776735 14.5888126)",,163715615,163715617,0
37,16175529,2,Recoletos Street,unclassified,30,False,37.025,"LINESTRING (120.9781893 14.5882374, 120.978308 14.5883494, 120.9784354 14.5884701)",,163715615,405253178,0
38,89432768,2,Victoria Street,unclassified,40,False,78.575,"LINESTRING (120.9776735 14.5888126, 120.9771028 14.5883718)",,163715617,163715781,0
39,161414115,2,Magallanes Street,residential,30,False,129.17,"LINESTRING (120.9776735 14.5888126, 120.9768933 14.5896954)",,163715617,163724859,0
40,161414115,2,Magallanes Street,residential,30,False,84.686,"LINESTRING (120.9776735 14.5888126, 120.9781893 14.5882374)",,163715617,163715615,0
41,89432768,2,Victoria Street,unclassified,40,False,42.209,"LINESTRING (120.9776735 14.5888126, 120.9779068 14.589031, 120.977954 14.5890779)",,163715617,405253179,0
42,161414115,2,Magallanes Street,residential,30,False,26.206,"LINESTRING (120.9742083 14.5926281, 120.9743729 14.5924544)",,163715618,1034880407,0
43,795463262,,Postigo,unclassified,30,False,83.916,"LINESTRING (120.9742083 14.5926281, 120.9736464 14.5921048)",,163715618,163723846,0
44,89432768,2,Victoria Street,unclassified,40,False,84.511,"LINESTRING (120.9771028 14.5883718, 120.9764785 14.5879107)",,163715781,21638777,0
45,89432768,2,Victoria Street,unclassified,40,False,78.575,"LINESTRING (120.9771028 14.5883718, 120.9776735 14.5888126)",,163715781,163715617,0
46,331769750,2,Cabildo Street,residential,40,False,90.106,"LINESTRING (120.9771028 14.5883718, 120.9776514 14.5877596)",,163715781,163725214,0
47,331769750,2,Cabildo Street,residential,40,False,127.341,"LINESTRING (120.9771028 14.5883718, 120.9763202 14.5892308)",,163715781,163724861,0
48,16177077,,San Francisco Street,unclassified,30,False,74.715,"LINESTRING (120.9777422 14.5908883, 120.9772228 14.5904424)",,163715896,163756373,0
49,16177077,,San Francisco Street,unclassified,30,False,98.535,"LINESTRING (120.9777422 14.5908883, 120.9784622 14.5914358)",,163715896,163756372,0
50,161414114,,Legaspi Street,residential,30,False,98.498,"LINESTRING (120.9777422 14.5908883, 120.9771932 14.5915971)",,163715896,163715985,0
51,158627307,,Real Street,residential,30,False,86.047,"LINESTRING (120.973819 14.5885689, 120.9744053 14.5890951)",,163715977,163728488,0
52,27109322,,Santa Lucia Street,unclassified,40,False,128.22,"LINESTRING (120.973819 14.5885689, 120.9732686 14.589283, 120.973116 14.5894997)",,163715977,301287773,0
53,27109322,,Santa Lucia Street,unclassified,40,False,152.172,"LINESTRING (120.973819 14.5885689, 120.974279 14.58807, 120.9747605 14.5875478)",,163715977,163724864,0
54,158627307,,Real Street,residential,30,False,80.483,"LINESTRING (120.9749323 14.5896087, 120.9744053 14.5890951)",,163715979,163728488,0
55,72516245,2,General Luna Street,tertiary,40,False,64.266,"LINESTRING (120.9749323 14.5896087, 120.9751293 14.5893808, 120.9752126 14.5892844, 120.9752363 14.589257, 120.9753166 14.5891663)",,163715979,1034881577,0
56,161414112,2,General Luna Street,tertiary,40,False,124.631,"LINESTRING (120.9749323 14.5896087, 120.9747515 14.5898311, 120.9745723 14.5900293, 120.9742916 14.5903396, 120.974178 14.5904587)",,163715979,163723138,0
57,749181388,,Real Street,residential,30,False,82.66499999999999,"LINESTRING (120.9749323 14.5896087, 120.9750893 14.5897408, 120.9755121 14.5900964)",,163715979,3388706122,0
58,161414115,2,Magallanes Street,residential,30,False,129.054,"LINESTRING (120.9760658 14.5905906, 120.9752691 14.5914581)",,163715982,163723136,0
59,749181390,,Real Street,residential,30,False,84.983,"LINESTRING (120.9760658 14.5905906, 120.976633 14.5911224)",,163715982,163715983,0
60,749181390,,Real Street,residential,30,False,81.055,"LINESTRING (120.9760658 14.5905906, 120.9755121 14.5900964)",,163715982,3388706122,0
61,161414115,2,Magallanes Street,residential,30,False,133.559,"LINESTRING (120.9760658 14.5905906, 120.9768493 14.5897426, 120.9768933 14.5896954)",,163715982,163724859,0
62,161306405,,Solana Street,residential,30,False,126.362,"LINESTRING (120.976633 14.5911224, 120.9758307 14.5919522)",,163715983,163723135,0
63,572614637,,Solana Street,unclassified,30,False,98.719,"LINESTRING (120.976633 14.5911224, 120.9772228 14.5904424)",,163715983,163756373,0
64,572614638,,Real Street,residential,30,False,80.126,"LINESTRING (120.976633 14.5911224, 120.9771932 14.5915971)",,163715983,163715985,0
65,749181390,,Real Street,residential,30,False,84.983,"LINESTRING (120.976633 14.5911224, 120.9760658 14.5905906)",,163715983,163715982,0
66,161414114,,Legaspi Street,residential,30,False,129.286,"LINESTRING (120.9771932 14.5915971, 120.9763929 14.5924643)",,163715985,163723134,0
67,161414114,,Legaspi Street,residential,30,False,98.498,"LINESTRING (120.9771932 14.5915971, 120.9777422 14.5908883)",,163715985,163715896,0
68,572614638,,Real Street,residential,30,False,80.126,"LINESTRING (120.9771932 14.5915971, 120.976633 14.5911224)",,163715985,163715983,0
69,572614638,,Real Street,residential,30,False,117.222,"LINESTRING (120.9771932 14.5915971, 120.9777241 14.5920456, 120.9780025 14.5923024)",,163715985,299397228,0
70,89432772,2,Anda Street,residential,40,False,164.255,"LINESTRING (120.9775015 14.5934795, 120.9769126 14.5929547, 120.9763929 14.5924643)",,163723133,163723134,0
71,572614639,2,Muralla Street,unclassified,,True,126.36999999999999,"LINESTRING (120.9775015 14.5934795, 120.9774996 14.593482, 120.9771493 14.5939395, 120.9768341 14.5939259, 120.976589 14.5938228)",,163723133,163723592,0
72,"[158627299, 720371453]",2,Anda Street,unclassified,40,False,106.313,"LINESTRING (120.9775015 14.5934795, 120.9775455 14.5935336, 120.9775993 14.5935685, 120.9776151 14.5935787, 120.9776603 14.5936012, 120.9783943 14.5938629)",,163723133,997416620,0
73,89432772,2,Anda Street,residential,40,False,83.081,"LINESTRING (120.9763929 14.5924643, 120.9758307 14.5919522)",,163723134,163723135,0
74,161414114,,Legaspi Street,residential,30,False,95.307,"LINESTRING (120.9763929 14.5924643, 120.9757962 14.5930977)",,163723134,163732980,0
75,161414114,,Legaspi Street,residential,30,False,129.286,"LINESTRING (120.9763929 14.5924643, 120.9771932 14.5915971)",,163723134,163715985,0
76,89432772,2,Anda Street,residential,40,False,164.255,"LINESTRING (120.9763929 14.5924643, 120.9769126 14.5929547, 120.9775015 14.5934795)",,163723134,163723133,0
77,89432772,2,Anda Street,residential,40,False,83.081,"LINESTRING (120.9758307 14.5919522, 120.9763929 14.5924643)",,163723135,163723134,0
78,89432772,2,Anda Street,residential,40,False,81.674,"LINESTRING (120.9758307 14.5919522, 120.9752691 14.5914581)",,163723135,163723136,0
79,161306405,,Solana Street,residential,30,False,93.215,"LINESTRING (120.9758307 14.5919522, 120.9752577 14.5925809)",,163723135,163723591,0
80,161306405,,Solana Street,residential,30,False,126.362,"LINESTRING (120.9758307 14.5919522, 120.976633 14.5911224)",,163723135,163715983,0
81,89432772,2,Anda Street,residential,40,False,81.674,"LINESTRING (120.9752691 14.5914581, 120.9758307 14.5919522)",,163723136,163723135,0
82,89432772,2,Anda Street,residential,40,False,81.686,"LINESTRING (120.9752691 14.5914581, 120.9747178 14.5909531)",,163723136,163723137,0
83,161414115,2,Magallanes Street,residential,30,False,89.68,"LINESTRING (120.9752691 14.5914581, 120.974718 14.5920631)",,163723136,163723590,0
84,161414115,2,Magallanes Street,residential,30,False,129.054,"LINESTRING (120.9752691 14.5914581, 120.9760658 14.5905906)",,163723136,163715982,0
85,89432772,2,Anda Street,residential,40,False,81.686,"LINESTRING (120.9747178 14.5909531, 120.9752691 14.5914581)",,163723137,163723136,0
86,163844201,2,Cabildo Street,residential,40,False,127.986,"LINESTRING (120.9747178 14.5909531, 120.9755121 14.5900964)",,163723137,3388706122,0
87,163844201,2,Cabildo Street,residential,40,False,87.781,"LINESTRING (120.9747178 14.5909531, 120.9741778 14.5915448)",,163723137,163723589,0
88,89432772,2,Anda Street,residential,40,False,79.97800000000001,"LINESTRING (120.9747178 14.5909531, 120.9743827 14.5906462, 120.974178 14.5904587)",,163723137,163723138,0
89,89432772,2,Anda Street,residential,40,False,81.961,"LINESTRING (120.974178 14.5904587, 120.9736334 14.5899434)",,163723138,163728450,0
90,89432772,2,Anda Street,residential,40,False,79.97800000000001,"LINESTRING (120.974178 14.5904587, 120.9743827 14.5906462, 120.9747178 14.5909531)",,163723138,163723137,0
91,161414112,2,General Luna Street,tertiary,40,False,124.631,"LINESTRING (120.974178 14.5904587, 120.9742916 14.5903396, 120.9745723 14.5900293, 120.9747515 14.5898311, 120.9749323 14.5896087)",,163723138,163715979,0
92,161414112,2,General Luna Street,tertiary,40,False,87.117,"LINESTRING (120.974178 14.5904587, 120.9737613 14.5909132, 120.9736339 14.5910386)",,163723138,163723193,0
93,161414112,2,General Luna Street,tertiary,40,False,87.117,"LINESTRING (120.9736339 14.5910386, 120.9737613 14.5909132, 120.974178 14.5904587)",,163723193,163723138,0
94,161414112,2,General Luna Street,tertiary,40,False,83.275,"LINESTRING (120.9736339 14.5910386, 120.9731884 14.591529, 120.973123 14.5916011)",,163723193,997427763,0
95,331769748,2,Beaterio Street,unclassified,30,True,81.982,"LINESTRING (120.9736339 14.5910386, 120.9734666 14.5908922, 120.9730818 14.5905307)",,163723193,163732367,0
96,163844201,2,Cabildo Street,residential,40,False,87.781,"LINESTRING (120.9741778 14.5915448, 120.9747178 14.5909531)",,163723589,163723137,0
97,331769748,2,Beaterio Street,unclassified,30,True,81.202,"LINESTRING (120.9741778 14.5915448, 120.9736339 14.5910386)",,163723589,163723193,0
98,163844201,2,Cabildo Street,residential,40,False,84.542,"LINESTRING (120.9741778 14.5915448, 120.9740492 14.5916803, 120.9736464 14.5921048)",,163723589,163723846,0
99,161414115,2,Magallanes Street,residential,30,False,89.68,"LINESTRING (120.974718 14.5920631, 120.9752691 14.5914581)",,163723590,163723136,0
100,331769748,2,Beaterio Street,unclassified,30,True,81.857,"LINESTRING (120.974718 14.5920631, 120.9741778 14.5915448)",,163723590,163723589,0
101,161414115,2,Magallanes Street,residential,30,False,57.202999999999996,"LINESTRING (120.974718 14.5920631, 120.9746299 14.5921629, 120.9743729 14.5924544)",,163723590,1034880407,0
102,161306405,,Solana Street,residential,30,False,93.215,"LINESTRING (120.9752577 14.5925809, 120.9758307 14.5919522)",,163723591,163723135,0
103,331769748,2,Beaterio Street,unclassified,30,True,81.78,"LINESTRING (120.9752577 14.5925809, 120.974718 14.5920631)",,163723591,163723590,0
104,161306405,,Solana Street,residential,30,False,57.79,"LINESTRING (120.9752577 14.5925809, 120.9751637 14.5926734, 120.9748831 14.5929533)",,163723591,1034880410,0
105,161306334,2,Beaterio Street,unclassified,30,True,117.411,"LINESTRING (120.976589 14.5938228, 120.9763851 14.5936223, 120.9757962 14.5930977)",,163723592,163732980,0
106,331769751,2,Muralla Street,unclassified,40,True,176.086,"LINESTRING (120.976589 14.5938228, 120.9762924 14.5937881, 120.9754128 14.5937443, 120.975184 14.5937192, 120.9749577 14.5937083)",,163723592,21638763,0
107,795463262,,Postigo,unclassified,30,False,83.916,"LINESTRING (120.9736464 14.5921048, 120.9742083 14.5926281)",,163723846,163715618,0
108,163844201,2,Cabildo Street,residential,40,False,84.542,"LINESTRING (120.9736464 14.5921048, 120.9740492 14.5916803, 120.9741778 14.5915448)",,163723846,163723589,0
109,"[163844201, 161414090]",2,Cabildo Street,"['unclassified', 'residential']",40,False,92.412,"LINESTRING (120.9736464 14.5921048, 120.9736138 14.5921391, 120.9733836 14.5923817, 120.9730636 14.5927152)",,163723846,3388766875,0
110,161306405,,Solana Street,residential,30,False,44.933,"LINESTRING (120.9747259 14.593116, 120.9744618 14.593429)",,163723847,163734761,0
